OriginationVintage,GrossApproval,SBAGuaranteedApproval,TermInMonths,InitialInterestRate,JobsSupported,seasonedCount,MPRIME,PP,IP,CORPORATIONCount,INDIVIDUALCount,PARTNERSHIPCount,LoanPortfolioAmortized,GrossApprovalChargedOff,SBAGuaranteedApprovalChargedOff,GrossChargeOffAmount,CORPORATIONChargedOff,INDIVIDUALChargedOff,PARTNERSHIPChargedOff,MajorState,OtherState,TermInMonthsChargedOff,InitialInterestRateChargedOff,seasonedTime,seasonedChargedOffPool,JobsSupportedChargedOff,MPRIMEChargedOff,rollSumChargeOff,rollAvgPortfolioAmortized,rollLossRate,rollLossRateDiff,unEmpScore,unEmpScoreDiff,ChargedOffLoans,LoansInPool,seasonedRatioPool,CorporationRatio,IndividualRatio,PartnerShipRatio
1996-03-01,705727405,520062477,159.94919361392803,8.25,0.0,1679.0,8.25,156156906.25617415,203278655.4798548,100925.0,65249.0,14684.0,32564961003.639397,24378630.0,20235182.0,14241117.0,68.0,59.0,8.0,83.0,52.0,136.03961325505577,8.25,42.846201319741986,0.37644898219711276,0.0,8.25,104458737.0,30202354631.37297,0.0034586289140348197,0.00021886836263274772,5.658147009407367,-0.026640647934860873,135.0,180858.0,0.00928352630240299,0.5580344800893519,0.36077475146247334,0.08119076844817481
1996-04-01,727956953,533879319,162.40524481946943,8.25,0.0,1550.0,8.25,159574658.7614865,207325920.74516433,103468.0,66884.0,14954.0,33133343297.877907,29874856.0,24823613.0,18033493.0,78.0,80.0,15.0,83.0,90.0,122.65281468210291,8.25,44.191982496125405,0.4308565733771045,0.0,8.25,114073168.0,30650959796.405987,0.0037216833912449222,0.0003518916342316091,5.627099839078635,-0.03104717032873161,173.0,185306.0,0.008364542972164959,0.5583629240283638,0.36093812396792335,0.08069895200371278
1996-05-01,690540190,506336687,162.8447056803457,8.25,0.0,1573.0,8.25,162888911.45663843,211092986.20822883,105929.0,68534.0,15237.0,33660994576.421272,32091569.0,26649179.0,19489111.0,81.0,75.0,12.0,98.0,70.0,122.60634438379462,8.25,41.72122658647693,0.3987970513380523,0.0,8.25,127210224.0,31094443351.35963,0.0040910918572349235,0.0007575382979543351,5.576381949025062,-0.05071789005357363,168.0,189700.0,0.008292040063257776,0.5584027411702689,0.36127569847127045,0.08032156035846073
1996-06-01,730315093,534073894,169.11358279295482,8.25,0.0,1333.0,8.25,166191311.0439368,215111258.43733668,108270.0,69976.0,15488.0,34225118358.377335,28073375.0,23118194.0,15502465.0,90.0,58.0,12.0,84.0,76.0,117.64678901065089,8.25,43.60584016799909,0.41072306887969107,0.0,8.25,135185630.0,31538140451.1415,0.004286417273378179,0.0010121626592126593,5.523868577622632,-0.052513371402429954,160.0,193734.0,0.006880568201761177,0.5588590541670538,0.3611962794346888,0.07994466639825741
1996-07-01,721364138,525619106,171.20103338988,8.25,0.0,1874.0,8.25,169442890.2776225,219045830.96044567,110557.0,71363.0,15750.0,34777039606.09971,20929029.0,17398790.0,12112457.0,74.0,58.0,13.0,63.0,82.0,110.25970263506404,8.25,43.09783176113649,0.4252135631936609,0.0,8.25,142206345.0,31998051706.244827,0.004444218863870597,0.0011918059161839705,5.456269811139879,-0.06759876648275309,145.0,197670.0,0.009480447209996459,0.5593008549602874,0.3610208934082056,0.07967825163150706
1996-08-01,789664726,572456255,170.5097837952559,8.25,0.0,1675.0,8.25,172951474.64038625,223428159.8454652,112897.0,72848.0,16020.0,35393752857.45933,27978757.0,23072843.0,15272604.0,102.0,77.0,21.0,89.0,111.0,102.09340090268824,8.25,42.16444137489586,0.45192869532923136,0.0,8.25,147377904.0,32473401737.2712,0.004538419017273687,0.0012984389168577116,5.397928214357517,-0.058341596782361727,200.0,201765.0,0.008301737169479345,0.5595469977449012,0.3610537010878993,0.07939930116719947
1996-09-01,775316633,564354603,169.3785816226646,8.25,0.0,1887.0,8.25,176463130.49947065,227688270.82838708,115239.0,74319.0,16278.0,35992606359.959854,56228968.0,46282020.0,34275813.0,175.0,123.0,23.0,157.0,164.0,112.00390706997963,8.25,41.753951656814095,0.4063598724850086,0.0,8.25,168099439.0,32962895910.93097,0.005099656275778118,0.0016602900605808936,5.382632158693046,-0.015296055664470565,321.0,205836.0,0.009167492566897919,0.559858333819157,0.3610592899201306,0.0790823762607124
1996-10-01,675665212,490436982,171.48041329527558,8.25,0.0,1881.0,8.25,179642620.5625429,231239684.7490931,117324.0,75552.0,16490.0,36488628951.39731,34278457.0,27944992.0,19660376.0,88.0,85.0,16.0,113.0,76.0,127.39727780384261,8.25,48.76839054349723,0.39286425651269336,0.0,8.25,180000953.0,33469299136.08145,0.005378091494182221,0.001966317801254318,5.356283005357201,-0.026349153335845088,189.0,209366.0,0.008984266786393207,0.5603775207053676,0.36086088476638994,0.07876159452824241
1996-11-01,657818707,477213143,176.67287201061615,8.25,0.0,1533.0,8.25,182690713.2187499,234647096.3896531,119244.0,76706.0,16673.0,36963756945.17856,19903504.0,16657313.0,11710775.0,74.0,55.0,14.0,77.0,66.0,97.08421586103397,8.25,39.78843518042145,0.43247966082518025,0.0,8.25,184665108.0,33984316321.08104,0.005433833249882068,0.0020920149860812315,5.388820653950675,0.032537648593473634,143.0,212623.0,0.00720994436161657,0.5608236173885234,0.3607605950438099,0.07841578756766672
1996-12-01,747410447,541228012,180.21501651287463,8.25,0.0,1645.0,8.25,185938690.5984583,238650049.3946535,121372.0,77873.0,16881.0,37525228701.5801,18402127.0,15352662.0,11109708.0,59.0,80.0,11.0,47.0,103.0,101.72903860299479,8.25,41.99354672508044,0.41311490815060126,0.0,8.25,192234044.0,34524300719.46267,0.005568079294698946,0.0024161223327062104,5.393342810959139,0.004522157008463701,150.0,216126.0,0.007611300815265169,0.5615798191795527,0.3603129655848903,0.07810721523555704
1997-01-01,671875078,490998499,166.76273344968453,8.25,0.0,2514.0,8.25,189276364.3562424,242111923.0436151,123470.0,79025.0,17073.0,38007827415.22386,31096549.0,25229361.0,17409959.0,97.0,105.0,16.0,98.0,120.0,95.56351132130753,8.25,41.14843251497606,0.46014014162813366,0.0,8.25,201570041.0,35062387381.509186,0.0057488966397736445,0.0025772411461904305,5.368114123289205,-0.02522868766993369,218.0,219568.0,0.011449755884281862,0.5623314872841215,0.35991128033228886,0.0777572323835896
1997-02-01,650175757,471777992,171.35219928078615,8.25,0.0,2185.0,8.25,192463042.30784708,245402225.8736513,125441.0,80141.0,17270.0,38465540129.916016,27282904.0,22655650.0,13851995.0,108.0,88.0,16.0,77.0,135.0,102.81908093382938,8.25,40.59806266173212,0.41541720163774243,0.0,8.25,202669873.0,35599899850.26089,0.005692989976164632,0.002366923327402268,5.332678006930651,-0.035436116358553704,212.0,222852.0,0.009804713442105074,0.5628892718037083,0.35961535009782275,0.07749537809846894
1997-03-01,697428240,504568519,171.40176208522902,8.3,0.0,2440.0,8.3,195807918.854146,249025101.52149904,127554.0,81422.0,17458.0,38967160451.06187,39407123.0,32323383.0,21784132.0,115.0,105.0,27.0,122.0,125.0,109.99531181687661,8.3,45.63854993166586,0.5066714156891815,0.0,8.3,210212888.0,36133416470.87943,0.005817686466747874,0.002359057552713054,5.24421986907509,-0.08845813785556089,247.0,226434.0,0.010775766890131341,0.5633164630753332,0.3595838080853582,0.07709972883930859
1997-04-01,1154251074,826812518,189.95269681594422,8.5,8.663626333346604e-05,2376.0,8.5,199955272.27454203,255977521.54706976,130493.0,82961.0,17716.0,39921456252.78732,43389473.0,35612634.0,25893864.0,130.0,127.0,22.0,145.0,134.0,115.43514115931094,8.5,44.86628187280199,0.42264777477783927,0.0,8.5,218073259.0,36699092550.45521,0.005942197581593746,0.0022205141903488238,5.1711344775206,-0.07308539155449001,279.0,231170.0,0.010278150279015442,0.5644893368516676,0.3588744214214647,0.07663624172686767
1997-05-01,1364074019,955090714,202.44961720878578,8.5,0.0,2404.0,8.5,204263905.04933137,264387630.30889902,133200.0,84268.0,17966.0,41081266366.73799,34870743.0,28805979.0,21017458.0,116.0,119.0,14.0,122.0,127.0,106.30099948338186,8.5,44.32245807271269,0.4308732768729691,0.0,8.5,219601606.0,37317448532.981606,0.005884689726467057,0.0017935978692321334,5.100374696098198,-0.07075978142240213,249.0,235434.0,0.010210929602351402,0.5657636535079895,0.3579262128664509,0.0763101336255596
1997-06-01,683584343,503146207,162.46966398848605,8.5,0.0,2481.0,8.5,207810876.48348382,267947908.37980834,135575.0,85622.0,18153.0,41557039833.25451,33470887.0,27064432.0,17908366.0,98.0,110.0,17.0,113.0,112.0,118.56755094239195,8.5,46.16951049582078,0.4058118981932802,0.0,8.5,222007507.0,37928441989.22137,0.005853325245025642,0.0015669079716474623,5.027727479105258,-0.07264721699293997,225.0,239350.0,0.01036557342803426,0.5664299143513682,0.35772717777313556,0.07584290787549613
1997-07-01,671709385,491437939,162.7169019917743,8.5,0.0,2334.0,8.5,211342794.19599304,271399775.83290905,137831.0,86894.0,18358.0,42017406424.05852,43509825.0,36039468.0,24266029.0,139.0,116.0,18.0,138.0,135.0,102.7320116942084,8.5,46.256590602442614,0.5165847283871622,0.0,8.5,234161079.0,38531805890.71793,0.006077085503443998,0.0016328666395734005,4.995881547713637,-0.031845931391621285,273.0,243083.0,0.009601658692709897,0.5670120905205218,0.3574663797962013,0.07552152968327691
1997-08-01,648648197,474271531,172.8173463866115,8.5,0.0,2347.0,8.5,214614111.4562659,274664107.5748774,139940.0,88118.0,18531.0,42451440509.60225,37638003.0,31055618.0,21139714.0,133.0,117.0,17.0,133.0,134.0,101.64612212823693,8.5,47.00571374806679,0.5003225209196303,0.0,8.5,240028189.0,39119946528.39651,0.006135698289509869,0.0015972792722361824,4.934175312377269,-0.06170623533636821,267.0,246589.0,0.009517861705104444,0.5675030110832194,0.35734765135508884,0.07514933756169172
1997-09-01,947265535,686630257,179.5472097894916,8.5,0.0002966433271532464,2796.0,8.5,218610862.53950813,280021309.8426835,142717.0,89662.0,18742.0,43180095182.062744,61797642.0,49914940.0,33132974.0,181.0,147.0,21.0,167.0,182.0,121.54115939003846,8.5,50.18332640468676,0.4533671200176598,0.0,8.5,238885350.0,39718903930.23842,0.0060143993504849485,0.0009147430747068301,4.887559446828263,-0.046615865549005875,349.0,251121.0,0.011134074808558424,0.5683196546684666,0.3570470012464111,0.07463334408512232
1997-10-01,612032888,439349776,172.5156086497757,8.5,0.12391490961838639,2586.0,8.5,221822415.3519968,282976477.5302996,144660.0,90778.0,18919.0,43570305654.71075,29089050.0,23986905.0,16660965.0,97.0,114.0,15.0,115.0,111.0,98.1399068421307,8.5,42.39743268172042,0.5283808590918954,0.0,8.5,235885939.0,40309043655.514534,0.005851935883567639,0.0004738443893854182,4.8362666116016175,-0.051292835226645295,226.0,254357.0,0.010166812786752478,0.5687282048459449,0.35689208474702877,0.07437971040702634
1997-11-01,617128842,444035932,177.3471136550769,8.5,0.07180024167465503,2708.0,8.5,224981344.92464426,285945837.5126499,146455.0,91789.0,19051.0,43962453151.7861,21879600.0,18174760.0,11220855.0,79.0,72.0,14.0,81.0,84.0,101.24004195758701,8.5,46.74902848312361,0.47211036948610424,0.0,8.5,235396019.0,40892268339.3985,0.0057564920841821545,0.00032265883430008645,4.809354556597673,-0.02691205500394478,165.0,257295.0,0.01052488388814396,0.569210439378923,0.35674614741833305,0.07404341320274394
1997-12-01,814726687,586092112,179.38084486730457,8.5,0.14302627845551352,2585.0,8.5,228679034.02447677,290293321.7485624,148685.0,93090.0,19219.0,44548500804.76163,24621279.0,20224125.0,14844215.0,90.0,92.0,13.0,94.0,101.0,119.68534247179794,8.5,46.092228790811774,0.5138000897992921,0.0,8.5,239130526.0,41477541014.66363,0.005765301417349205,0.00019722212265025924,4.756488582824624,-0.05286597377304858,195.0,260994.0,0.009904442247714506,0.569687425764577,0.3566748660888756,0.07363770814654744
1998-01-01,609004851,437893732,172.4135573659002,8.5,0.0793570033484019,2701.0,8.5,231950295.9267225,293158270.45355624,150527.0,94064.0,19373.0,44925555359.8349,36841921.0,29590609.0,19431506.0,139.0,122.0,16.0,147.0,130.0,106.87302183371685,8.5,46.781842436710775,0.48106806543970393,0.0,8.5,241152073.0,42054018343.38121,0.0057343407954725065,-1.4555844301137981e-05,4.732847363222881,-0.02364121960174348,277.0,263964.0,0.010232455940961647,0.5702557924565471,0.356351623706263,0.07339258383718993
1998-02-01,617294407,444092302,167.15298820778074,8.5,0.061060757351070576,2860.0,8.5,235364522.49228555,296059622.36924624,152365.0,95026.0,19547.0,45307485244.34262,27107591.0,22272127.0,15560549.0,111.0,83.0,12.0,97.0,109.0,85.34385303500538,8.5,43.20055121448478,0.6002758000376465,0.0,8.5,242860627.0,42624180436.25009,0.005697719569370468,4.729593205836206e-06,4.707624108465639,-0.02522325475724152,206.0,266938.0,0.010714098404873041,0.5707879732372311,0.35598528497254045,0.07322674179022844
1998-03-01,801945248,581334447,172.46404390190986,8.5,0.5080683513196651,3214.0,8.5,239258789.36503553,300245594.8067785,154720.0,96256.0,19763.0,45870171702.977585,42416631.0,34266952.0,23171644.0,156.0,141.0,20.0,128.0,189.0,84.75842115475277,8.5,42.54809244436864,0.5689691676602662,0.0,8.5,244248139.0,43199431373.90973,0.005653966527612989,-0.00016371993913488498,4.6677624782751765,-0.03986163019046263,317.0,270739.0,0.011871211757449056,0.5714728945589664,0.3555306032747406,0.072996502166293
1998-04-01,838496811,604477707,178.48352744897917,8.5,0.08713780307984975,2995.0,8.5,243143701.78883225,304663755.15678924,157030.0,97569.0,19953.0,46465524812.18875,38115427.0,31316933.0,22018080.0,132.0,131.0,17.0,165.0,115.0,109.1532888880411,8.5,49.92509019860042,0.5403627836759608,0.0,8.5,240372355.0,43744770420.52651,0.005494882078229155,-0.0004473155033645907,4.657379428044915,-0.010383050230261759,280.0,274552.0,0.01090868032285323,0.5719499402663247,0.3553753023106734,0.07267475742300183
1998-05-01,733443535,524202375,178.70428711189064,8.5,0.09583123532474794,2720.0,8.5,246759117.7794684,308311139.65232414,159004.0,98611.0,20142.0,46952209229.40929,35186822.0,28079085.0,19051645.0,122.0,113.0,15.0,107.0,143.0,109.95885342184363,8.5,44.2230318694265,0.446460502492042,0.0,8.5,238406542.0,44234015659.08245,0.005389665361549616,-0.000495024364917441,4.652917896940884,-0.004461531104031025,250.0,277757.0,0.00979273249639073,0.572457219800041,0.35502615595646553,0.07251662424349341
1998-06-01,899209590,644197379,178.9636663361208,8.5,0.1405161837742411,2583.0,8.5,250866563.13563886,313107965.0897078,161502.0,99988.0,20359.0,47600552256.27364,39866014.0,32361770.0,22825978.0,155.0,128.0,22.0,138.0,167.0,94.74154141391007,8.5,44.818990012169465,0.5237776449271966,0.0,8.5,243324154.0,44737641694.334045,0.005438913290568391,-0.00041441195445725103,4.6481572714972215,-0.004760625443662292,305.0,281849.0,0.009164481690550614,0.5730089516017441,0.35475733460115166,0.07223371379710412
1998-07-01,813412307,581539732,172.5605660328422,8.5,0.9106871356939034,3385.0,8.5,254901463.74759084,317268843.57225204,163857.0,101183.0,20566.0,48159063099.526054,31744301.0,25650939.0,18381755.0,132.0,127.0,19.0,124.0,154.0,97.8410652301698,8.5,45.27987958712321,0.534171954745344,0.0,8.5,237439880.0,45249446417.289665,0.005247354361207721,-0.0008297311422362768,4.680038971901445,0.03188170040422378,278.0,285606.0,0.011851991904931969,0.5737169387197748,0.3542747701378823,0.07200829114234295
1998-08-01,774406189,554195832,182.3630856790583,8.5,1.5279060482818534,3181.0,8.5,258628974.5290974,321125730.6863627,165984.0,102332.0,20753.0,48674840313.996956,44222194.0,36034858.0,27676900.0,171.0,158.0,25.0,212.0,142.0,97.7358085262439,8.5,45.93737929464644,0.545685065885269,0.0,8.5,243977066.0,45768063067.6559,0.005330727359804256,-0.0008049709297056132,4.6733052692570975,-0.006733702644347694,354.0,289069.0,0.01100429309265262,0.574202007133245,0.35400544506674875,0.07179254780000623
1998-09-01,972303601,695970866,174.52300769788056,8.49,1.6293125669499604,3507.0,8.49,263137344.36659855,326350772.24686843,168691.0,103728.0,20970.0,49384006570.630356,60276986.0,48741550.0,33241225.0,206.0,176.0,24.0,220.0,186.0,95.47600640469778,8.49,51.96577794590903,0.6376884125058568,0.0,8.49,244085317.0,46285055683.369865,0.0052735232440845785,-0.00074087610640037,4.657906634886074,-0.015398634371023512,406.0,293389.0,0.011953413386323277,0.5749738401916908,0.35355108746408354,0.07147507234422558
1998-10-01,683160558,488361595,178.65553022602924,8.12,4.387667386383275,3431.0,8.12,266813653.18946442,329288466.29866457,170495.0,104616.0,21111.0,49800353475.440895,39616085.0,31371366.0,21539780.0,149.0,110.0,24.0,131.0,152.0,93.19838600951356,8.12,47.6497015754107,0.5990868059005245,0.0,8.12,248964132.0,46804226335.09738,0.005319266046991737,-0.0005326698365759018,4.622544784228425,-0.035361850657649185,283.0,296222.0,0.011582529319226795,0.5755649479106886,0.3531675567648588,0.0712674953244526
1998-11-01,642168415,461750638,175.8729830989897,7.89,4.826223662837731,3469.0,7.89,270488598.74024713,331801183.68655866,172394.0,105611.0,21249.0,50172033291.700645,40679989.0,31801523.0,23163304.0,148.0,108.0,19.0,117.0,158.0,115.05208609272667,7.89,50.08488456569063,0.523125284717586,0.0,7.89,260906581.0,47321691346.75693,0.0055134669445385445,-0.00024302513964361006,4.557556530284801,-0.06498825394362395,275.0,299254.0,0.011592159169133913,0.5760791835698102,0.3529142467602772,0.07100656966991252
1998-12-01,919799505,639530197,186.1124288004482,7.75,6.907030027157929,3307.0,7.75,274792237.1657308,336007888.15587217,174735.0,106703.0,21429.0,50817040559.53491,39691646.0,31763139.0,23181705.0,154.0,125.0,19.0,123.0,175.0,97.7126785971955,7.75,50.70325439824206,0.5946902525073112,0.0,7.75,269244071.0,47844069659.6547,0.00562753279383013,-0.00013776862351907483,4.497874315359337,-0.05968221492546366,298.0,302867.0,0.010918984240607263,0.5769364110319051,0.3523097597295182,0.07075382923857666
1999-01-01,610368642,431756419,178.15022902667403,7.75,5.472670072064417,2976.0,7.75,278391415.39802766,338188222.49535376,176422.0,107586.0,21559.0,51149017786.13689,41835267.0,32916079.0,24812320.0,149.0,142.0,21.0,171.0,141.0,101.1093641787628,7.75,50.773070917995575,0.6315831006532239,0.0,7.75,274624885.0,48362691528.51321,0.005678445022814524,-5.5895772657982117e-05,4.428082955851498,-0.06979135950783899,312.0,305567.0,0.009739271583646139,0.5773594661727215,0.3520864491257237,0.07055408470155482
1999-02-01,641065854,461515338,170.7807770229484,7.75,6.253731080800944,3148.0,7.75,282259746.54391074,340543394.2309351,178324.0,108555.0,21709.0,51507823893.59297,52605698.0,42165138.0,30448218.0,183.0,131.0,19.0,158.0,175.0,104.84259775071237,7.75,54.533800730144534,0.6607733496915977,0.0,7.75,289512554.0,48879386415.95074,0.005922998941441781,0.0002252793720713131,4.38470449624129,-0.04337845961020825,333.0,308588.0,0.010201304004044228,0.5778708180486604,0.3517797192373002,0.07034946271403943
1999-03-01,919293674,653056678,174.73124369938827,7.75,6.947876262662066,3267.0,7.75,286944678.8517588,344670297.6367072,180905.0,109916.0,21907.0,52140172888.74122,51226005.0,40870534.0,29191360.0,221.0,167.0,25.0,198.0,215.0,91.64700705962312,7.75,46.818361563147455,0.5309667997654101,0.0,7.75,295532270.0,49401886514.76437,0.00598220616355767,0.0003282396359446816,4.366572849864597,-0.018131646376692956,413.0,312728.0,0.010446778030748765,0.5784739454094293,0.3514747640121767,0.070051290578394
1999-04-01,955466367,674549851,177.443123263804,7.75,9.602251441677382,2854.0,7.75,291689116.7840161,349000383.48523396,183477.0,111213.0,22087.0,52803950138.9572,48337219.0,38760548.0,28561891.0,188.0,167.0,24.0,192.0,187.0,109.71136651981482,7.75,52.71679494190353,0.5503594282325355,0.0,7.75,302076081.0,49930088625.32841,0.006049980869586593,0.0005550987913574374,4.353248485062853,-0.01332436480174426,379.0,316777.0,0.009009492482093082,0.5791992474201094,0.3510766248812256,0.069724127698665
1999-05-01,833036042,588102173,183.21986889494033,7.75,10.80503117054808,2755.0,7.75,295953697.7682998,352508953.635105,185747.0,112332.0,22265.0,53341032483.1889,42025298.0,33891029.0,21610071.0,178.0,131.0,23.0,148.0,184.0,91.14711344539312,7.75,51.150367576302735,0.5992852128991154,0.013020410714985619,7.75,304634507.0,50462490563.14338,0.006036850413057058,0.0006471850515074422,4.365885984016555,0.012637498953702142,332.0,320344.0,0.00860012986040007,0.5798360512449117,0.35066053991958646,0.06950340883550184
1999-06-01,994404075,693946899,180.3113565307946,7.75,12.13667344434404,2671.0,7.75,300790766.9939461,357031968.8546775,188433.0,113541.0,22440.0,54034645791.194954,61268608.0,48369191.0,34474201.0,216.0,152.0,29.0,208.0,189.0,108.61907752408823,7.75,52.53093471259856,0.5384184828533082,0.0,7.75,316282730.0,50998665024.38682,0.006201784494726641,0.0007628712041582502,4.348940997505281,-0.016944986511274074,397.0,324414.0,0.008233306823996499,0.5808411474227376,0.3499879783239934,0.06917087425326897
1999-07-01,884974474,624670771,183.8225287218849,8.0,10.193014819091832,3003.0,8.0,305207075.18618965,361001197.3896297,190875.0,114630.0,22643.0,54614413190.008766,55085289.0,43710170.0,30933281.0,191.0,169.0,23.0,186.0,197.0,108.96723936267867,8.0,52.6965938401426,0.5175276104723582,0.0,8.0,328834256.0,51536610865.26038,0.006380595279338778,0.001133240918131057,4.355227441620694,0.006286444115413126,383.0,328148.0,0.00915135853334471,0.5816735131708863,0.34932408547362775,0.06900240135548594
1999-08-01,972768324,681452906,184.73071948938173,8.06,13.249037670145189,3001.0,8.06,309858829.1425056,365575129.94902545,193546.0,115892.0,22831.0,55277322684.86626,64207794.0,50878326.0,36825670.0,225.0,195.0,38.0,253.0,205.0,108.84202962227164,8.06,50.93887573532267,0.5922960804243345,0.0,8.06,337983026.0,52086817729.49949,0.006488839993167456,0.0011581126333631998,4.315525157777873,-0.03970228384282137,458.0,332269.0,0.009031838660844074,0.582497915845294,0.34878968546569195,0.06871239868901402
1999-09-01,1181207829,823845727,184.53164745405695,8.25,14.927821505321228,3379.0,8.25,315062199.41801983,371705174.6481736,196660.0,117270.0,23093.0,56143468314.44824,78591053.0,61310229.0,49415852.0,276.0,200.0,23.0,244.0,255.0,113.91997462676552,8.25,50.42616674908287,0.5173700334054748,0.0,8.25,354157653.0,52650106208.15098,0.006726627513339591,0.0014531042692550126,4.288436653361058,-0.027088504416814985,499.0,337023.0,0.01002602196289274,0.5835210059847548,0.34795844793975483,0.0685205460754904
1999-10-01,760489311,532705247,186.43079805759427,8.25,13.836633004300044,3486.0,8.25,319117382.4858809,374907635.224991,198748.0,118225.0,23227.0,56584840242.96236,28783576.0,22768562.0,16282234.0,100.0,89.0,13.0,102.0,100.0,97.12735930462614,8.25,45.42940974807265,0.561915275262596,0.0,8.25,348900107.0,53215480105.444435,0.006556364920670974,0.0012370988736792364,4.261229305926655,-0.027207347434402784,202.0,340200.0,0.010246913580246913,0.5842092886537331,0.3475161669606114,0.0682745443856555
1999-11-01,809848908,565618883,185.98698159015115,8.37,15.190406252915514,3284.0,8.37,323328248.63475657,378503179.94310504,200911.0,119154.0,23356.0,57071360902.32761,32993225.0,25755430.0,18068367.0,124.0,100.0,16.0,121.0,119.0,101.09441794048128,8.37,50.68804956197757,0.5779802347384243,0.0,8.37,343805170.0,53790424072.99668,0.006391568312111404,0.0008781013675728594,4.203893384777807,-0.057335921148848,240.0,343421.0,0.009562606829518289,0.5850282888932243,0.34696189225469615,0.06800981885207952
1999-12-01,981395657,685333349,186.44347491951456,8.5,16.242999952464636,3258.0,8.5,327968685.285347,383373049.57964355,203391.0,120149.0,23488.0,57724787874.04225,42108056.0,33389429.0,21805670.0,153.0,115.0,18.0,153.0,133.0,105.1232276284104,8.5,50.046736101206704,0.5099010028125712,0.0,8.5,342429135.0,54366069682.53896,0.006298581762477116,0.000671048968646986,4.1649479932219515,-0.0389453915558553,286.0,347028.0,0.009388291434696912,0.5860939174936892,0.3462227831759973,0.0676832993303134
2000-01-01,754402758,533463063,182.46751780432913,8.5,12.670065455937795,3173.0,8.5,332126970.8929351,386603251.7856812,205534.0,121071.0,23639.0,58147063661.14932,49184351.0,38263132.0,25909702.0,183.0,132.0,16.0,144.0,187.0,98.40893280053935,8.5,51.85757686445024,0.5638528378288565,0.0036617171436398614,8.5,343526517.0,54949240172.12333,0.006251706409841801,0.0005732613870272768,4.124271452527229,-0.04067654069472226,331.0,350244.0,0.00905939859069677,0.5868308950331769,0.345676157193271,0.06749294777355215
2000-02-01,746521146,529693749,174.74519315625656,8.73,13.962971840586013,3175.0,8.73,336415542.8602064,389892328.70734185,207711.0,121949.0,23776.0,58557169264.289116,52958551.0,41558384.0,31885683.0,241.0,173.0,16.0,213.0,217.0,88.39342497383544,8.73,49.108646629899695,0.6171047676789612,0.12742640639060485,8.73,344963982.0,55536685619.681335,0.006211461453827741,0.0002884625123859598,4.103683957081148,-0.020587495446081405,430.0,353436.0,0.008983238832490182,0.5876905578379112,0.34503842279790403,0.06727101936418475
2000-03-01,1074846149,764268238,176.5883636235645,8.83,12.570957259856174,3517.0,8.83,341589839.63150984,395629831.23888963,210774.0,123222.0,23952.0,59290425573.65761,47887862.0,37136019.0,26120329.0,185.0,140.0,23.0,183.0,165.0,101.6487958478624,8.83,52.19939813928071,0.6011026124517804,0.09081080104312622,8.83,341892951.0,56132540010.091034,0.006090815611382228,0.00010860944782455778,4.084240990927253,-0.01944296615389529,348.0,357948.0,0.009825449506632248,0.5888397197358276,0.3442455328706963,0.06691474739347615
2000-04-01,864498305,615093506,172.0017221965519,9.0,10.040565615683885,3140.0,9.0,346276924.44922507,399905599.79874414,213243.0,124317.0,24112.0,59808646954.20838,48513500.0,37420217.0,25866439.0,167.0,140.0,22.0,165.0,164.0,95.07822916791909,9.0,50.136875624820256,0.5995563981574735,0.09342387639829355,9.0,339197499.0,56716264744.695305,0.005980603633311823,-6.937723627476952e-05,4.097083194358879,0.012842203431626231,329.0,361672.0,0.00868189962175673,0.5896032869561371,0.3437285717445641,0.06666814129929881
2000-05-01,971059410,689138133,180.78893989503692,9.24,11.900775814530236,2986.0,9.24,351029138.59123856,405141636.7732337,215771.0,125435.0,24260.0,60428677225.61714,47178886.0,35546600.0,26175018.0,166.0,124.0,20.0,148.0,162.0,108.10511125531987,9.24,50.77485574221955,0.5341116097799818,0.20931515691794367,9.24,343762446.0,57306901806.56433,0.0059986220710438595,-3.822834201319854e-05,4.097476101387079,0.00039290702819982926,310.0,365466.0,0.008170390679297116,0.5903996541401936,0.34321934188132414,0.06638100397848226
2000-06-01,1029045248,722696355,181.14059935001032,9.5,12.079843009002458,3098.0,9.5,355876467.99439204,411012993.57429,218547.0,126529.0,24431.0,61101846005.62275,47267115.0,36406475.0,27832596.0,190.0,128.0,21.0,153.0,186.0,90.16271363979128,9.5,50.82693055293872,0.6504972443102325,0.0036759776199101228,9.5,337120841.0,57895835157.766655,0.005822885879119677,-0.00037889861560696375,4.123333439321047,0.02585733793396816,339.0,369507.0,0.008384144278728143,0.5914556422476435,0.3424265304852141,0.06611782726714244
2000-07-01,790578778,559786206,174.79616977272315,9.5,11.23468622250318,3129.0,9.5,360313399.30148035,414961084.7605796,220716.0,127475.0,24572.0,61532111384.32127,42481463.0,32845058.0,24189851.0,151.0,111.0,17.0,148.0,131.0,89.99684024510941,9.5,51.445366695313666,0.6693755988823578,0.015541559143956695,9.5,330377411.0,58472310007.292694,0.005650151515457405,-0.000730443763881373,4.107113982990136,-0.016219456330910376,279.0,372763.0,0.008394073446130652,0.592108122319007,0.34197331816730736,0.06591855951368564
