OriginationVintage,GrossApproval,SBAGuaranteedApproval,TermInMonths,InitialInterestRate,JobsSupported,seasonedCount,MPRIME,PP,IP,CORPORATIONCount,INDIVIDUALCount,PARTNERSHIPCount,LoanPortfolioAmortized,GrossApprovalChargedOff,SBAGuaranteedApprovalChargedOff,GrossChargeOffAmount,CORPORATIONChargedOff,INDIVIDUALChargedOff,PARTNERSHIPChargedOff,MajorState,OtherState,TermInMonthsChargedOff,InitialInterestRateChargedOff,seasonedTime,seasonedChargedOffPool,JobsSupportedChargedOff,MPRIMEChargedOff,rollSumChargeOff,rollAvgPortfolioAmortized,rollLossRate,rollLossRateDiff,unEmpScore,unEmpScoreDiff,ChargedOffLoans,LoansInPool,seasonedRatioPool,CorporationRatio,IndividualRatio,PartnerShipRatio
1991-08-01,407434209,332751279,174.9882355116627,8.5,0.0,87.0,8.5,12086623.47094075,29478911.876680512,9174.0,5989.0,1563.0,3889444701.000746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6.771999665636385,0.04169619698019389,0.0,16726.0,0.0052014827215114195,0.5484873849097214,0.35806528757622863,0.09344732751404998
1991-09-01,409728171,333817055,176.86906777762175,8.2,0.0020745461507453928,89.0,8.2,13387033.926300887,32187526.098934077,10077.0,6620.0,1747.0,4285785838.074445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186608009.5338907,0.0,,6.81046985424388,0.03847018860749518,0.0,18444.0,0.004825417479939276,0.5463565387117761,0.35892431142919107,0.09471914985903275
1991-10-01,383530689,307082163,169.9960168585101,8.0,0.0,86.0,8.0,14720098.940955728,34644248.47365537,10959.0,7185.0,1912.0,4654596428.13349,30000.0,27000.0,26488.0,1.0,1.0,0.0,1.0,1.0,72.24947145877378,8.0,10.017970401691333,0.0,0.0,8.0,26488.0,2547757590.0885754,1.0396593499728958e-05,,6.901474231243351,0.09100437699947062,2.0,20056.0,0.004287993617869964,0.5464200239329876,0.35824690865576386,0.0953330674112485
1991-11-01,347786589,282971107,173.8457529511007,7.58,0.0,94.0,7.58,15943055.401918545,36731979.41343323,11768.0,7679.0,2033.0,4986439961.73157,12500.0,11250.0,12873.0,1.0,0.0,0.0,0.0,1.0,79.0,7.58,13.0,0.0,0.0,7.58,39361.0,2910803316.1844845,1.3522383934753402e-05,,7.000206300133879,0.09873206889052799,1.0,21480.0,0.004376163873370577,0.5478584729981378,0.3574953445065177,0.09464618249534451
1991-12-01,431061151,350113505,171.7077492005305,7.21,0.0,88.0,7.21,17510749.907277413,39204968.58625789,12735.0,8287.0,2162.0,5399990362.824293,84000.0,69650.0,84793.0,2.0,0.0,1.0,0.0,3.0,50.99549491113653,7.21,12.238309766136355,0.4127699220454519,0.0,7.21,124154.0,3283388414.214459,3.781276667192708e-05,,7.126357240881536,0.12615094074765665,3.0,23184.0,0.003795721187025535,0.5493012422360248,0.3574447895100069,0.09325396825396826
1992-01-01,406119252,327749637,164.2497726455972,6.5,0.0,103.0,6.5,19180753.46053658,41278231.152053215,13681.0,8866.0,2293.0,5786928861.363757,100000.0,87900.0,67564.0,1.0,0.0,0.0,1.0,0.0,55.0,6.5,15.0,0.0,0.0,6.5,191718.0,3663985069.779363,5.232499487546897e-05,,7.222419963413775,0.09606272253223924,1.0,24840.0,0.004146537842190016,0.5507648953301127,0.3569243156199678,0.09231078904991949
1992-02-01,410031531,328616994,168.14464052765737,6.5,0.0,75.0,6.5,20819062.512719255,43363402.3628883,14568.0,9399.0,2418.0,6176141329.851037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191718.0,4052702761.752485,4.7306208046971744e-05,,7.381871982668979,0.15945201925520447,0.0,26385.0,0.0028425241614553724,0.5521318931210916,0.3562251279135873,0.09164297896532121
1992-03-01,439091377,355153506,163.40706823764384,6.5,0.0,102.0,6.5,22648212.188195523,45596868.1004038,15646.0,10058.0,2554.0,6592584494.662842,160000.0,139000.0,134972.0,2.0,1.0,0.0,2.0,1.0,59.28962303292535,6.5,16.555463355362594,0.08890732892748125,0.0,6.5,326690.0,4444451653.134124,7.350513077797254e-05,,7.450808316712173,0.06893633404319388,3.0,28258.0,0.0036095972821855757,0.5536839125203482,0.35593460259041687,0.0903814848892349
1992-04-01,645376043,523295908,166.46546887083628,6.5,0.0,100.0,6.5,25211539.535592932,48937560.6211991,17115.0,10938.0,2727.0,7212748998.127249,297600.0,263120.0,232281.0,3.0,1.0,1.0,1.0,4.0,85.97308001945919,6.5,15.282752355982625,0.0,0.0,6.5,558971.0,4854367739.972865,0.00011514805427639986,,7.515029882733554,0.06422156602138074,5.0,30780.0,0.003248862897985705,0.5560428849902534,0.35536062378167643,0.08859649122807017
1992-05-01,516468659,419847324,170.98177855744777,6.5,0.0,103.0,6.5,27239406.103809595,51565877.713389255,18265.0,11631.0,2898.0,7701978251.023439,569000.0,476350.0,505520.0,2.0,3.0,0.0,4.0,1.0,66.42356583320145,6.5,17.451463839215066,0.08334981800917866,0.0,6.5,1064491.0,5271762997.608941,0.00020192315179624163,,7.553639708151688,0.03860982541813396,5.0,32794.0,0.003140818442398,0.5569616393242667,0.35466853692748673,0.08836982374824663
1992-06-01,567205927,460836430,170.4063980329317,6.5,0.0,131.0,6.5,29461092.27128271,54457793.16212438,19589.0,12444.0,3092.0,8239723085.752156,513600.0,439200.0,406860.0,4.0,3.0,0.0,3.0,4.0,71.89663520621345,6.5,15.3596888364548,0.0,0.0,6.5,1471351.0,5701704952.334726,0.0002580545665375956,,7.5935381495283325,0.039898441376644556,7.0,35125.0,0.0037295373665480426,0.557693950177936,0.3542775800711744,0.08802846975088968
1992-07-01,560108645,456149525,170.40588141966637,6.02,0.0,138.0,6.02,31748732.76952984,57074941.33449145,20851.0,13209.0,3287.0,8768082997.982626,1869779.0,1522331.0,1324824.0,7.0,6.0,0.0,6.0,7.0,126.81877592797233,6.02,16.970808952736363,0.0,0.0,6.02,2796175.0,6141203775.877305,0.0004553138280451459,,7.621745441431557,0.028207291903224352,13.0,37347.0,0.0036950759097116232,0.5583045492275149,0.3536830267491365,0.08801242402334859
1992-08-01,559434563,451220015,174.52793728620588,6.0,0.0,153.0,6.0,33977645.47854493,59667582.60319998,22066.0,13961.0,3487.0,9293539915.504082,1665000.0,1357200.0,781371.0,4.0,6.0,3.0,4.0,9.0,121.6175350761674,6.0,20.872922081827966,0.01677948119395268,0.0,6.0,3577546.0,6591545043.752583,0.0005427477133590662,,7.622194298082618,0.00044885665106075834,13.0,39514.0,0.0038720453510148302,0.5584349850685832,0.3533178114086147,0.08824720352280205
1992-09-01,664819836,536226276,173.6731832532145,6.0,0.0,166.0,6.0,36620192.21068325,62775674.8604139,23562.0,14816.0,3721.0,9921739559.293398,3125175.0,2671218.0,2502431.0,10.0,16.0,1.0,12.0,15.0,92.73246055535597,6.0,18.704119713990117,0.03531885594447959,0.0,6.0,6079977.0,7061207853.854161,0.0008610392337737822,0.0008610392337737822,7.590035253819239,-0.03215904426337879,27.0,42099.0,0.003943086534121951,0.5596807525119362,0.35193234993705313,0.08838689755101072
1992-10-01,477580043,389859183,164.22276605054873,6.0,0.0,190.0,6.0,38736122.60976023,64934022.181399256,24728.0,15459.0,3864.0,10360583479.683638,1160000.0,1010850.0,934312.0,4.0,5.0,2.0,8.0,3.0,99.01709707249826,6.0,18.81049799210542,0.027588214643502383,0.0,6.0,6987801.0,7536706774.816674,0.0009271690154311428,0.0009167724219314139,7.533840156743161,-0.056195097076077616,11.0,44051.0,0.004313182447617534,0.5613493450772967,0.35093414451431293,0.08771651040839028
1992-11-01,523501749,419633054,168.72649708759616,6.0,0.0,186.0,6.0,40972367.56870461,67311062.70020448,25893.0,16171.0,4024.0,10843112861.114933,1100000.0,931800.0,876649.0,3.0,7.0,1.0,6.0,5.0,52.160142770937966,6.0,21.41524144783146,0.25401614557251534,0.0,6.0,7851577.0,8024762849.765288,0.0009784185709898763,0.0009648961870551228,7.5110448877293345,-0.02279526901382667,11.0,46088.0,0.004035757680958167,0.56181652490887,0.35087224440201353,0.08731123068911648
1992-12-01,199149120,161949160,167.963703761282,6.0,0.0,173.0,6.0,41990299.34379429,68054820.70827954,26399.0,16466.0,4087.0,11000271681.77114,1510700.0,1302730.0,1029783.0,4.0,8.0,0.0,4.0,8.0,78.42153638193678,6.0,23.69247792981628,0.14928096501884378,0.0,6.0,8796567.0,8491452959.677525,0.0010359319002026318,0.0009981191335307047,7.45494077090535,-0.05610411682398464,12.0,46952.0,0.003684614073947862,0.5622550690066451,0.3506985857897427,0.0870463452036122
1993-01-01,834789355,674608032,168.34717620710435,6.0,0.0,196.0,6.0,45430234.12999274,71971349.61252323,28248.0,17455.0,4348.0,11789630802.641148,1375700.0,1174630.0,813501.0,9.0,6.0,0.0,5.0,10.0,65.41481202850396,6.0,22.93674500707436,0.20102495264295925,0.0,6.0,9542504.0,8991678121.45064,0.001061259519203129,0.00100893452432766,7.392387153324718,-0.06255361758063227,15.0,50051.0,0.003916005674212303,0.5643843279854548,0.3487442808335498,0.08687139118099539
1993-02-01,512291201,418024116,164.15236310295325,6.0,0.0,213.0,6.0,47728676.74398379,74257844.95545235,29459.0,18118.0,4488.0,12254193326.897163,1762200.0,1539180.0,1257527.0,8.0,7.0,3.0,8.0,10.0,53.33947183639,6.0,22.635795493854207,0.4012534124515816,0.0,6.0,10800031.0,9498182454.537817,0.0011370629119511404,0.0010897567039041686,7.343110374586315,-0.04927677873840253,18.0,52065.0,0.004091040046096226,0.5658119658119658,0.3479880918083165,0.08619994237971766
1993-03-01,658324720,533437779,161.89877720830535,6.0,0.0,201.0,6.0,50686782.36189835,77262670.0469551,31008.0,18984.0,4669.0,12861831264.535265,3800600.0,3200368.0,2144922.0,19.0,8.0,0.0,11.0,16.0,77.42433384524006,6.0,24.92739409638206,0.19279069355435768,0.0,6.0,12809981.0,10020619685.360518,0.0012783621574536514,0.0012048570266756787,7.270478100158333,-0.07263227442798215,27.0,54661.0,0.003677210442545874,0.5672783154351365,0.3473042937377655,0.08541739082709793
1993-04-01,538136505,434317413,162.49623010057644,6.0,0.0,359.0,6.0,53152733.710233755,79651415.36735438,32332.0,19681.0,4843.0,13346815035.825031,3919100.0,3266982.0,2803530.0,13.0,12.0,1.0,17.0,9.0,114.05833788117124,6.0,23.742997221360213,0.027086565865177117,0.0,6.0,15381230.0,10531791855.168667,0.001460457081902106,0.0013453090276257062,7.214202272152766,-0.05627582800556663,26.0,56856.0,0.0063141972702968905,0.5686646967778247,0.3461551990994794,0.08518010412269593
1993-05-01,39393030,32794931,144.87925640652674,6.0,0.0,331.0,6.0,53654803.210461594,79533762.83451575,32488.0,19804.0,4866.0,13332553262.614569,2848500.0,2419750.0,1736089.0,12.0,8.0,1.0,11.0,10.0,65.55647723129401,6.0,27.123042079063918,0.4539813339062686,0.0,6.0,16611799.0,11001006439.467928,0.0015100253864412283,0.0013081022346449866,7.155832107909117,-0.058370164243648937,21.0,57158.0,0.005790965394170545,0.568389376815144,0.34647818328143043,0.08513243990342559
1993-06-01,39028050,32920086,141.15229661743285,6.0,0.0,339.0,6.0,54163543.261263326,79411421.76023102,32665.0,19944.0,4884.0,13317417769.353306,2902933.0,2433363.0,2173643.0,13.0,11.0,4.0,14.0,14.0,65.59719420346396,6.0,25.137006398934876,0.2683329323168524,0.0,6.0,18378582.0,11424147663.101358,0.0016087486385842717,0.001350694072046676,7.107038328369178,-0.04879377953993913,28.0,57493.0,0.005896369992868697,0.5681561233541474,0.3468944045362044,0.08494947210964814
1993-07-01,1569754181,1257238153,170.873665197137,6.0,0.0,405.0,6.0,60364488.63467784,86939811.75519001,36094.0,21744.0,5372.0,14826807461.718628,4984090.0,4253844.0,3266536.0,20.0,19.0,2.0,20.0,21.0,102.57342610030932,6.0,26.393887592238382,0.09729266721689275,0.0,6.0,20320294.0,11929041368.412691,0.0017034305919842636,0.0012481167639391178,7.03999139230138,-0.06704693606779788,41.0,63210.0,0.006407214048410062,0.5710172441069451,0.34399620313241575,0.08498655276063914
1993-08-01,704442462,562087025,178.3338918047788,6.0,0.0,390.0,6.0,63179774.03000516,90110279.93196996,37614.0,22625.0,5610.0,15468070149.688623,3031500.0,2480544.0,2028781.0,12.0,7.0,3.0,5.0,17.0,93.89662955242582,6.0,23.033079962795394,0.2005963186760917,0.0,6.0,21567704.0,12443585554.594736,0.0017332386959831064,0.0011904909826240403,6.971607205032965,-0.068384187268415,22.0,65849.0,0.005922641194247445,0.5712159637959574,0.34358912056371393,0.08519491564032863
1993-09-01,658764345,511240388,170.13867573236678,6.0,0.0,436.0,6.0,66013798.28967469,93037919.97025453,39152.0,23407.0,5831.0,16060820696.398949,9887921.0,8249129.0,5805114.0,33.0,20.0,5.0,33.0,25.0,84.27010494539815,6.0,25.25537620794355,0.20578648412417053,0.0,6.0,24870387.0,12955175649.353533,0.0019197259591953923,0.00105868672542161,6.907513028763533,-0.0640941762694327,58.0,68390.0,0.006375201052785495,0.5724813569235269,0.3422576400058488,0.08526100307062436
1993-10-01,525558123,405682621,164.63748950751162,6.0,0.0,460.0,6.0,68470398.39920239,95284995.00097275,40396.0,24073.0,6023.0,16517908420.999746,3406800.0,2911095.0,2299903.0,14.0,8.0,1.0,9.0,14.0,89.88914054201416,6.0,23.829074530534548,0.21170892859394505,0.0,6.0,26235978.0,13468286061.129877,0.0019479819392697855,0.0010208129238386426,6.840223329586368,-0.06728969917716476,23.0,70492.0,0.006525563184474834,0.5730579356522726,0.3414997446518754,0.08544231969585202
1993-11-01,564044953,431402781,170.6884939399502,6.0,0.0,409.0,6.0,70976771.1519057,97711854.7354365,41687.0,24754.0,6239.0,17010976602.84784,4652843.0,3930232.0,2476083.0,17.0,17.0,4.0,11.0,27.0,109.0472698209228,6.0,26.862372949533597,0.34567459976099346,0.0,6.0,27835412.0,13982274706.274286,0.001990764205734663,0.001012345634744787,6.808092779645454,-0.03213054994091369,38.0,72680.0,0.0056274078150798015,0.573569069895432,0.34058888277380295,0.085842047330765
1993-12-01,641812311,489411572,171.46585533009508,6.0,0.0,407.0,6.0,73766528.15486057,100514650.26115353,43169.0,25552.0,6444.0,17579022385.692978,5807301.0,4952975.0,3405105.0,22.0,13.0,4.0,18.0,21.0,70.49925773214042,6.0,29.937587240334732,0.5077273681722003,0.0,6.0,30210734.0,14530503931.601107,0.0020791250009091116,0.0010431931007064798,6.782540923538919,-0.025551856106535098,39.0,75165.0,0.005414754207410364,0.5743231557240737,0.33994545333599413,0.08573139093993215
1994-01-01,579021271,441227018,165.1171543333509,6.0,0.0,543.0,6.0,76453884.36096139,102989169.9576097,44518.0,26301.0,6606.0,18081589772.33202,6355440.0,5066088.0,3784045.0,14.0,17.0,2.0,20.0,13.0,94.33137951583556,6.0,31.77687104672381,0.19265812113756575,0.0,6.0,33181278.0,15054833845.742014,0.002204028177261134,0.001142768658058005,6.728822153214406,-0.05371877032451344,33.0,77425.0,0.0070132386180174365,0.5749822408782693,0.3396964804649661,0.08532127865676462
1994-02-01,528806398,404902236,159.71353152576646,6.0,0.0,436.0,6.0,79073326.68165132,105198803.9343896,45865.0,26975.0,6771.0,18531322843.650368,6475200.0,5031890.0,3969100.0,18.0,19.0,3.0,16.0,24.0,110.55165276762995,6.0,34.130956136151774,0.23908392330755082,0.0,6.0,35892851.0,15577927972.138115,0.002304083769304629,0.0011670208573534885,6.659355539395632,-0.06946661381877384,40.0,79611.0,0.00547663011392898,0.5761138536131941,0.3388350856037482,0.08505106078305762
1994-03-01,770133469,582226649,167.25280017404359,6.06,0.0,488.0,6.06,82469302.02048828,108640105.40468262,47719.0,28036.0,7045.0,19218987010.62988,6190339.0,5122529.0,4087216.0,17.0,25.0,3.0,24.0,21.0,82.26185256663705,6.06,28.016037811556814,0.2882605176726652,0.0,6.06,37835145.0,16107690950.979332,0.0023488869456922165,0.0010705247882385651,6.561229830303774,-0.0981257090918577,45.0,82800.0,0.005893719806763285,0.576316425120773,0.33859903381642514,0.08508454106280193
1994-04-01,637757437,485801141,164.8722351002549,6.45,0.0,780.0,6.45,85367875.69780783,111602671.70510496,49346.0,28880.0,7274.0,19771376571.93207,7195616.0,6044287.0,3116882.0,26.0,15.0,0.0,19.0,22.0,112.12515327817992,6.45,32.43483551831606,0.2071878242423037,0.0,6.45,38148497.0,16643071078.98825,0.0022921549045213287,0.0008316978226192227,6.481451604485081,-0.07977822581869276,41.0,85500.0,0.009122807017543859,0.5771461988304094,0.3377777777777778,0.08507602339181286
1994-05-01,737191571,563928226,168.4844139421122,6.99,0.0,665.0,6.99,88446540.07220377,115415643.73810267,51134.0,29856.0,7570.0,20420121602.859867,9708319.0,8032655.0,5029504.0,24.0,18.0,2.0,27.0,17.0,127.69829211787086,6.99,33.04570132561779,0.32304795860585855,0.0,6.99,41441912.0,17233701774.008694,0.002404701702712608,0.0008946763162713798,6.368141038234216,-0.11331056625086511,44.0,88560.0,0.00750903342366757,0.5773938572719061,0.33712737127371273,0.08547877145438121
1994-06-01,783051215,598243441,166.91000770620093,7.25,0.0,715.0,7.25,91699369.40717973,119647481.69010146,53124.0,31075.0,7863.0,21111473448.452686,9924400.0,7946100.0,6876494.0,35.0,19.0,2.0,29.0,27.0,124.55640679683572,7.25,33.41132690583312,0.22112154827736344,0.0,7.25,46144763.0,17883206413.933643,0.002580340568235373,0.0009715919296511011,6.275978457102001,-0.09216258113221532,56.0,92062.0,0.007766505181290869,0.5770459038474072,0.33754426364841084,0.08540983250418197
1994-07-01,698009767,532098379,168.69655580764962,7.25,0.0,865.0,7.25,94626493.94919068,123345988.24870327,54851.0,32185.0,8119.0,21714856721.503498,7364250.0,6088198.0,3604646.0,22.0,15.0,4.0,22.0,19.0,137.32387424451667,7.25,35.01280541834066,0.18457540629509805,0.0,7.25,46482873.0,18457210518.915714,0.0025184126795521145,0.0008149820875678509,6.198412971842037,-0.07756548525996365,41.0,95155.0,0.00909043140139772,0.5764384425411171,0.33823761231674637,0.08532394514213651
1994-08-01,835857103,642304037,163.43845678248667,7.51,0.0,734.0,7.51,98126997.61461195,128040853.38933176,57074.0,33826.0,8491.0,22452586826.888885,15883000.0,12657206.0,8472169.0,43.0,40.0,1.0,41.0,43.0,90.96230670091686,7.51,33.80710465053282,0.4217604724362793,0.0,7.51,52926261.0,19039253575.34907,0.0027798495771139825,0.001046610881130876,6.116106554581632,-0.08230641726040488,84.0,99391.0,0.007384974494672556,0.5742371039631355,0.34033262569045486,0.08543027034640964
1994-09-01,926218680,713549017,169.09356844757224,7.75,0.0,905.0,7.75,101724152.08248818,133464797.32333536,59702.0,35777.0,8961.0,23277081354.806396,10809600.0,8760465.0,6259610.0,44.0,18.0,4.0,34.0,32.0,129.9465594501894,7.75,35.21058963737357,0.3234730278723435,0.0,7.75,53380757.0,19640608630.21636,0.0027178769255590002,0.0007981509663636079,6.032449489025224,-0.08365706555640884,66.0,104440.0,0.00866526235158943,0.571639218690157,0.3425603217158177,0.08580045959402528
1994-10-01,708444459,553669645,157.21669703538467,7.75,0.0,996.0,7.75,104923137.03093551,137459392.9446078,62032.0,37550.0,9339.0,23880602676.77546,11272320.0,9232019.0,6655809.0,34.0,14.0,4.0,29.0,23.0,115.53952149167742,7.75,38.770639602188105,0.36120252248825047,0.0,7.75,57736663.0,20254166484.86433,0.002850606715568663,0.0009026247762988773,5.934594460393866,-0.09785502863135775,52.0,108921.0,0.009144242157159777,0.5695136842298547,0.3447452740977406,0.08574104167240477
1994-11-01,791118732,612393771,165.4544305443143,8.15,0.0,937.0,8.15,108138612.56952907,142231315.92172033,64514.0,39468.0,9742.0,24563582796.205933,12181500.0,10206605.0,7263787.0,37.0,17.0,7.0,32.0,29.0,113.83303378802269,8.15,33.98097535073647,0.29834960744305966,0.0,8.15,62524367.0,20883550334.31084,0.002993952943780587,0.0010031887380459238,5.81745791975442,-0.11713654063944556,61.0,113724.0,0.008239245893566881,0.567285709261018,0.34705075445816186,0.08566353628082023
1994-12-01,817993951,630595328,165.0795954663484,8.5,0.0,913.0,8.5,111389031.43988842,147403054.5262599,67006.0,41298.0,10152.0,25270187715.766045,12476634.0,10076300.0,7412799.0,23.0,24.0,8.0,29.0,26.0,140.68377504907392,8.5,37.36483465962048,0.20608274957947734,0.0,8.5,66532061.0,21524480778.483593,0.0030909949319895837,0.0010118699310804721,5.697770146627321,-0.1196877731270991,55.0,118456.0,0.00770750320794219,0.5656615114472885,0.3486357803741474,0.0857027081785642
1995-01-01,1048682902,789487807,181.475990403818,8.5,0.0,999.0,8.5,114904070.63614741,154186545.1401651,69668.0,43050.0,10480.0,26203966547.129894,12465300.0,10290443.0,6092175.0,25.0,19.0,5.0,25.0,24.0,124.9694913557145,8.5,38.026139761251116,0.27972637030288855,0.0,8.5,68840191.0,22201345509.716747,0.0031007215742789584,0.0008966933970178245,5.63108556685652,-0.06668457977080156,49.0,123198.0,0.008108897871718698,0.5654961931200182,0.34943749086835824,0.08506631601162357
1995-02-01,584300636,464284441,151.2063171141234,9.0,0.0,943.0,9.0,117669368.92124152,157899954.50903866,71911.0,44631.0,10774.0,26670597814.208656,13584279.0,11232661.0,6744861.0,32.0,29.0,3.0,30.0,34.0,115.64576616182305,9.0,38.39918287419118,0.38841823426754085,0.0,9.0,71615952.0,22879618423.92994,0.0031301200340428936,0.0008260362647382648,5.628013786554803,-0.003071780301716842,64.0,127316.0,0.00740676741336517,0.5648229601935342,0.350552954852493,0.08462408495397279
1995-03-01,658320480,529150516,142.55279615484542,9.0,0.0,1076.0,9.0,120971242.36961111,162148788.07113326,74552.0,46640.0,11173.0,27207947051.839043,15267300.0,12581644.0,8752609.0,39.0,37.0,7.0,41.0,42.0,119.22229189033807,9.0,39.85228473018731,0.5255054807086664,0.0,9.0,76281345.0,23545365094.0307,0.003239760551402072,0.0008908736057098555,5.671889193679311,0.043875407124508214,83.0,132365.0,0.008129037132172402,0.5632304612246439,0.3523590072904469,0.08441053148490915
1995-04-01,666494038,535053299,141.4868960613268,9.0,0.0,1014.0,9.0,124359772.35730475,166435179.7326645,77250.0,48525.0,11557.0,27750081317.48174,15706055.0,12389710.0,8419062.0,35.0,24.0,2.0,38.0,23.0,113.65963951803657,9.0,42.807347659394836,0.4441797672947414,0.0,9.0,81583525.0,24210257156.15984,0.003369791757013313,0.0010776368524919844,5.7353842101170835,0.06349501643777256,61.0,137332.0,0.00738356683074593,0.5625054612180701,0.3533408091340693,0.08415372964786066
1995-05-01,716807577,569096464,150.303580875792,9.0,0.0,923.0,9.0,127696977.50421889,171074534.8204721,79998.0,50512.0,11942.0,28339191916.97752,12424058.0,10086691.0,6352055.0,30.0,33.0,5.0,38.0,30.0,116.37951717987329,9.0,39.655036834536226,0.41160018293292483,0.0,9.0,82906076.0,24870179682.336315,0.0033335535592805884,0.0009288518565679802,5.758343053355819,0.02295884323873576,68.0,142452.0,0.006479375508943363,0.5615786370145733,0.3545896161514054,0.08383174683402128
1995-06-01,692559516,555535972,149.264235972176,9.0,0.0,920.0,9.0,130998271.98264709,175508031.69284126,82717.0,52450.0,12323.0,28900753160.994873,14536454.0,12175737.0,7527059.0,35.0,36.0,5.0,48.0,28.0,137.01301026071405,9.0,37.40642806174364,0.4316332580892484,0.0,9.0,83556641.0,25519286325.04816,0.00327425461416552,0.0006939140459301472,5.811539003902752,0.05319595054693238,76.0,147490.0,0.006237711031256356,0.5608312427961217,0.3556173299884738,0.08355142721540443
1995-07-01,491044629,394654019,145.3938608011941,8.8,0.0,1195.0,8.8,133693245.1350879,178324603.16401172,84732.0,53945.0,12588.0,29258104544.859783,9955558.0,8233729.0,5091742.0,26.0,22.0,3.0,31.0,20.0,124.66595400945296,8.8,39.15641189204009,0.3340051400876164,0.0,8.8,85043737.0,26147890310.327854,0.0032524129476866268,0.0007340002681345123,5.818692345286168,0.0071533413834163895,51.0,151265.0,0.00790004297094503,0.5601560175850329,0.35662578917793275,0.08321819323703435
1995-08-01,568138147,454868584,146.30343055278067,8.75,0.0,1070.0,8.75,136690206.7169245,181664003.01520813,87089.0,55671.0,12918.0,29689552485.14286,16535381.0,13740263.0,10101045.0,48.0,38.0,5.0,50.0,41.0,138.21259790447425,8.75,41.76951899531187,0.3260191396038727,0.0,8.75,86672613.0,26750970781.84902,0.0032399801004159754,0.0004601305233019929,5.786916373750584,-0.03177597153558409,91.0,155678.0,0.006873161268772723,0.5594175156412595,0.3576035149475199,0.0829789694112206
1995-09-01,568810300,455007204,147.23318144203787,8.75,0.0,1334.0,8.75,139686509.1002812,184987333.84319314,89410.0,57348.0,13230.0,30118676276.04258,28249155.0,22403264.0,13554278.0,77.0,58.0,10.0,60.0,85.0,116.97334502066433,8.75,42.43653118225847,0.4783094311626189,0.0,8.75,93967281.0,27321103691.952038,0.0034393662151972247,0.0007214892896382245,5.772527532442547,-0.01438884130803686,145.0,159988.0,0.008338125359401954,0.5588544140810561,0.35845188389129184,0.08269370202765207
1995-10-01,435307954,327312509,147.13131816562213,8.75,0.0,1480.0,8.75,142193980.4509973,187316249.25140104,91186.0,58662.0,13480.0,30411790249.591583,14520758.0,11810650.0,7758862.0,44.0,22.0,5.0,27.0,44.0,114.47657736405158,8.75,41.16026216215729,0.3832604575258588,0.0,8.75,95070334.0,27865369323.020046,0.003411773692927903,0.0005611669773592401,5.759475094340509,-0.013052438102038266,71.0,163328.0,0.009061520376175549,0.5582998628526645,0.3591668299373041,0.08253330721003135
1995-11-01,516477416,383084594,163.05417145287143,8.75,0.0,1141.0,8.75,144716940.4080291,190219633.44097048,93071.0,59955.0,13703.0,30783550725.18355,11565932.0,9721580.0,7046620.0,29.0,28.0,2.0,24.0,35.0,137.28771808327966,8.75,46.646002196797895,0.408546083086643,0.0,8.75,94853167.0,28383699983.768177,0.0033418182638008365,0.0003478653200202496,5.72513932880372,-0.034335765536789076,59.0,166729.0,0.0068434405532330905,0.5582172267571928,0.35959551127878175,0.08218726196402545
1995-12-01,408669685,299109180,172.05830509302396,8.65,0.0,1206.0,8.65,146804489.18300188,192285363.5326152,94358.0,60814.0,13848.0,31045415921.00055,7705769.0,6390881.0,3540772.0,21.0,21.0,5.0,20.0,27.0,118.134692942669,8.65,37.94839741163791,0.2924297300136806,0.0,8.65,90981140.0,28864969000.87105,0.0031519569619927355,6.096203000315178e-05,5.712876144624468,-0.012263184179252207,47.0,169020.0,0.0071352502662406815,0.5582652940480417,0.3598035735415927,0.08193113241036563
1996-01-01,655111587,486244045,168.25347705077303,8.5,0.0,1715.0,8.5,149740037.33492124,196031419.882276,96557.0,62284.0,14117.0,31550787470.66563,13895502.0,11444744.0,8073962.0,42.0,36.0,5.0,45.0,38.0,122.56543652298586,8.5,43.28695379046867,0.45915016691928945,0.0,8.5,92962927.0,29310537411.1657,0.003171655493583214,7.093391930425557e-05,5.69291940182165,-0.019956742802818006,83.0,172958.0,0.009915702077961124,0.5582684813654182,0.3601105470692307,0.08162097156535113
1996-02-01,617365474,457624239,161.97314146530974,8.25,0.0,1462.0,8.25,152762439.77005967,199361416.59669697,98605.0,63643.0,14384.0,32015390504.89557,20516026.0,17082798.0,12752163.0,55.0,62.0,6.0,75.0,48.0,133.4570641074773,8.25,42.97079711104696,0.3317786166942816,0.0,8.25,98970229.0,29755936802.056274,0.0033260666487623636,0.00019594661471947,5.684787657342228,-0.008131744479421776,123.0,176632.0,0.008277095882965714,0.5582510530368223,0.3603140993704425,0.08143484759273519
